"","D_15min","D_30min","D_45min","D_1h","D_2h","D_3h","D_6h","D_12h","D_24h"
"1",44.426122606822,58.5374622714774,67.3443924430151,73.4826486642469,86.1389086797983,92.3583058072085,102.850726561138,104.575532428082,97.1316416711324
"2",49.7270003445256,67.6119150771295,80.243134679333,90.3141427649332,104.269797796959,112.757901145306,128.614520063049,139.820298502485,146.180916771728
"3",52.9393154924798,72.9866859924409,87.7372551126462,99.9271860143263,115.107753291607,125.0974762268,144.398622157006,161.478017391252,176.321465448625
"4",55.405878762433,77.0504942391908,93.3303839390469,107.019503552285,123.353141279885,134.560715643763,156.608037843122,178.264950734714,199.683471503544
"5",57.4786444415328,80.4232859442344,97.9241268759965,112.790702724563,130.23072739934,142.505220902539,166.929320686964,192.479160383001,219.465086480728
"6",59.3071871451245,83.3668206126532,101.897080102736,117.742035238621,136.25899613194,149.507650637852,176.081459350548,205.101168227483,237.030877046205
"7",60.970363349946,86.0183213713671,105.446801963048,122.134007372532,141.710364635363,155.871882358894,184.444569342212,216.649764798081,253.102830619447
"8",62.5154460365243,88.459583635878,108.690529631014,126.120630494818,146.747575891724,161.7799984764,192.247191612102,227.437129525236,268.115399400772
"9",63.9733697580055,90.7437950910242,111.704137945919,129.801196831733,151.47671186909,167.35108606377,199.639384642262,237.668438010485,282.354121188463
"10",65.3657419943197,92.9078303964988,114.539949290298,133.243889359565,155.971527459729,172.668272444796,206.726392250821,247.487762912628,296.019498400934
"11",66.7084597289519,94.9785733169834,117.235868269264,136.497863915208,160.285978854894,177.792667096762,213.586036642731,257.001796884001,309.260012728117
"12",68.0137411736118,96.976456486723,119.820482883041,139.599981368429,164.461247360788,182.771191751061,220.278506518612,266.293209597313,322.190713674687
"13",69.2913465990624,98.9175796865762,122.316108107661,142.578814710947,168.529949178185,187.641283701478,226.852251877065,275.428697224615,334.904420889112
"14",70.5493542044157,100.815048559843,124.740702105411,145.457164644481,172.518801452763,192.433883385062,233.347742400972,284.464119545201,347.478873306703
"15",71.794678290685,102.67986142953,127.109128930426,148.253710988552,176.45039365738,197.175428192665,239.79998971589,293.447952529073,359.981534064188
"16",73.0334320372251,104.521522609481,129.434025102464,150.984139976867,180.344418130005,201.889246779844,246.240326255767,302.423728742044,372.472986690687
"17",74.271194041036,106.348484834831,131.726417607541,153.661941927412,184.218563705999,206.596581777994,252.69772658632,311.431856029528,385.009466207985
"18",75.5132147306168,108.168482882864,133.996182077835,156.298995820136,188.089196200199,211.31737989796,259.199846670036,320.511054596279,397.644859035504
"19",76.7645860023781,109.988797850728,136.252397026996,158.906013675981,191.971904896631,216.070939149939,265.773895726381,329.699569859298,410.432390912101
"20",78.0303902608498,111.816478636569,138.503631060795,161.492892348214,195.881968864916,220.876475189271,272.447421616429,339.036272793739,423.426158242668
"21",79.3158411417677,113.658539793733,140.758188908747,164.069005378247,199.834782679897,225.753653632945,279.249072962024,348.561735764731,436.682625304396
"22",80.6264263907363,115.522150967184,143.024335793105,166.643458734072,203.846273817323,230.723128052222,286.209394030656,358.319362723134,450.262197160349
"23",81.9680631209953,117.414831511173,145.310516433876,169.225329307449,207.933341605335,235.807122129183,293.361709424415,368.356654964891,464.230981202091
"24",83.3472768421762,119.344664187095,147.625584099353,171.823902849526,212.114349388604,241.030098587383,300.743164507107,378.72670720466,478.662869226602
"25",84.7714184268234,121.320544061118,149.979056329461,174.448928099983,216.4097077459,246.419567627149,308.396005808165,389.490055877152,493.642109744376
"26",86.2489381271873,123.352483315017,152.381417542521,177.110906255563,220.842598448078,252.007105771251,316.369217094694,400.717047800772,509.266604434462
"27",87.7897439906699,125.452000688788,154.844495509364,179.821440211662,225.439909025753,257.829686367691,324.720678557235,412.490973253846,525.652268490816
"28",89.405685619298,127.632637681156,157.381950327182,182.593677530574,230.233481370543,263.931473123709,333.520101725304,424.912332393916,542.938968204822
"29",91.1112270192799,129.910666165842,160.009934249742,185.442897452678,235.261834097544,270.366312102707,342.853135622643,438.104813408582,561.298840807351
"30",92.9244116288423,132.306090830916,162.748014641071,188.387320485661,240.572615327349,277.201302605889,352.827286791961,452.223923410412,580.948306160909
"31",94.8682931101796,134.844118862357,165.620512472341,191.449269058587,246.226215582567,284.52208703429,363.580740063288,467.469865511899,602.165987879738
"32",96.9731378094382,137.557397825307,168.658520137798,194.656899766243,252.301293745822,292.440986903363,375.296003964951,484.10748600582,625.320474017624
"33",99.2799674414287,140.489575544026,171.903079819767,198.046906345028,258.903607212006,301.110078330853,388.221973474484,502.498572046496,650.915266075132
"34",101.846568679183,143.701267598642,175.410457142919,201.668962291399,266.180885175663,310.743351648809,402.711566451152,523.157032825399,679.665575230014
"35",104.758386824931,147.280733516841,179.261471347806,205.593501879883,274.349578762469,321.656838476263,419.29037612833,546.849729428064,712.638648434901
"36",108.150044138405,151.364651258798,183.579422520159,209.92650304212,283.747227920071,334.347779996799,438.793258605305,574.797479543865,751.533509217682
"37",112.253101129471,156.183414965692,188.568602805676,214.84082702153,294.947461619201,349.670096345585,462.670093625875,609.126083177449,799.308656439275
"38",117.521649916946,162.177645935527,194.611537532325,220.65406933304,309.058422832845,369.294986278913,493.798396586115,654.068527737646,861.855191631763
"39",125.06798305001,170.390427282487,202.588268237867,228.078608672844,328.739539867728,397.304863832907,539.343094984705,720.212751747712,953.908505883184
"40",139.398920940766,184.807665433803,215.702165615065,239.599248767328,364.393923644402,450.163289093604,629.169192649859,852.039757053154,1137.37364811741
